The sequence of nodes visited by the vehicle:
set vehicleNodes :=
0    41   36   27   9    32   69   68   11   72   89   48   2    83
50   95   97   31   71   45   90   80   78   51   17   33   38   74
10   6    5    30   87   65   63   99   22   92   46   62   44
52   73   53   35   47   60   54   61   28   20   16   75   7;

The sequence of nodes visited by the drone:
set dronedNodes :=
0    95   36   84   76   32   69   54   99   78   72   89   33   2    7
91   59   97   27   9    42   43   56   55   19   12   96   82   25   34
10   6    8    77   39   65   90   68   61   22   92   46   62   38   83
67   66   5    31   87   37   85   40   14   49   3    93   15   24   94
41   73   81   13   47   60   63   80   11   28   20   48   75   44   74
88   23   53   35   21   18   57   70   4    1    86   58   64   98   29;

The 3-tuple cycles in which the drone was involved:
set droneCycles := (62,79,62) (83,26,83);

The node and associated arrival time, departure time, vehicle idle time, and assignment associated with that node:
0 629.612361788333 629.612361788333 0 1
1 422.0903510962616 422.0903510962616 0 0
2 533.2473575633953 533.2473575633953 0 1
3 442.71852839762016 442.71852839762016 0 0
4 381.6103059159931 381.6103059159931 0 0
5 133.6546729660957 133.6546729660957 0 1
6 59.29522981918974 59.29522981918974 0 1
7 571.5092076573885 571.5092076573885 0 1
8 130.26950815896117 130.26950815896117 0 0
9 209.47803318914347 209.47803318914347 0 1
10 14.662515604382271 14.662515604382271 0 1
11 373.54804816769456 373.54804816769456 0.6304353981527129 1
12 437.3858174928846 437.3858174928846 0 0
13 183.3952190630601 183.3952190630601 0 0
14 368.93827593904814 368.93827593904814 0 0
15 518.1180702426271 518.1180702426271 0 0
16 482.21567800324425 482.21567800324425 0 1
17 467.89468424644855 467.89468424644855 0 1
18 283.4565861879673 283.4565861879673 0 0
19 390.5992983546802 390.5992983546802 0 0
20 451.73240658628015 451.73240658628015 0.0499152467799604 1
21 242.8480209327258 242.8480209327258 0 0
22 403.0903510962616 403.0903510962616 0 1
23 74.99814670370243 74.99814670370243 0 0
24 552.781757697355 552.781757697355 0 0
25 535.3089103762042 535.3089103762042 0 0
26 588.1337231539856 588.1337231539856 0 0
27 166.3952190630601 166.3952190630601 1.2976207903086276 1
28 418.0903510962616 418.0903510962616 0 1
29 610.4170303534809 610.4170303534809 0 0
30 192.95543884162115 192.95543884162115 0 1
31 178.3952190630601 178.3952190630601 0 1
32 247.27022373638408 247.27022373638408 0 1
33 503.75543872950357 503.75543872950357 0.06332742389440682 1
34 581.5715135561376 581.5715135561376 0 0
35 203.1534778688067 203.1534778688067 0 1
36 81.69698407018112 81.69698407018112 0 1
37 268.50684841269293 268.50684841269293 0 0
38 539.5719128837321 539.5719128837321 0 1
39 220.65837307664242 220.65837307664242 0 0
40 337.4071320875112 337.4071320875112 0 0
41 32.211606333185955 32.211606333185955 0 1
42 256.28410192504407 256.28410192504407 0 0
43 288.2145709835455 288.2145709835455 0 0
44 558.7812855960307 558.7812855960307 0 1
45 250.87577501184808 250.87577501184808 0 1
46 472.36682020144815 472.36682020144815 0 1
47 239.20796598808553 239.20796598808553 0 1
48 485.8876174908443 485.8876174908443 0.6719394876000706 1
49 405.1519039090704 405.1519039090704 0 0
50 5.175682623877133 5.175682623877133 0 1
51 436.35468861873534 436.35468861873534 0 1
52 24.14934858488741 24.14934858488741 0 1
53 162.09759827275147 162.09759827275147 0 1
54 322.66435645870644 322.66435645870644 0 1
55 356.61142855317553 356.61142855317553 0 0
56 326.3044114033467 326.3044114033467 0 0
57 315.41010758286853 315.41010758286853 0 0
58 499.012022239251 499.012022239251 0 0
59 50.71417059039506 50.71417059039506 0 0
60 279.1845843153085 279.1845843153085 0 1
61 360.87601819074956 360.87601819074956 0 1
62 513.1894198615602 515.4254878390599 2.23606797749979 1
63 312.36872631771945 312.36872631771945 0.5299640861417174 1
64 527.6678680507428 527.6678680507428 0 0
65 261.07381403903366 261.07381403903366 0 1
66 67.1054794950964 67.1054794950964 0 0
67 21.16251560438227 21.16251560438227 0 0
68 336.7000253063246 336.7000253063246 0 1
69 286.8003574211724 286.8003574211724 0 1
70 340.76157811913345 340.76157811913345 0 0
71 211.71410116664327 211.71410116664327 0 1
72 433.35468861873534 433.35468861873534 0 1
73 70.69698407018112 70.69698407018112 0 1
74 601.3616452153434 601.3616452153434 0 1
75 524.0278131061025 524.0278131061025 0 1
76 204.2715118575566 204.2715118575566 0 0
77 169.93075296899283 169.93075296899283 0 0
78 386.3272964820214 386.3272964820214 0.24928422818516083 1
79 514.30745385031 514.30745385031 0 0
80 338.7000253063246 338.7000253063246 0 1
81 140.76100816787164 140.76100816787164 0 0
82 505.55821436723556 505.55821436723556 0 0
83 587.6337231539856 588.6337231539856 1 1
84 164.1591510855603 164.1591510855603 0 0
85 306.1037442746486 306.1037442746486 0 0
86 453.9684745637799 453.9684745637799 0 0
87 234.73583003308596 234.73583003308596 0 1
88 39.211606333185955 39.211606333185955 0 0
89 454.89468424644855 454.89468424644855 0 1
90 299.83876223157773 299.83876223157773 0 1
91 10.007899984439106 10.007899984439106 0 0
92 439.51696627890374 439.51696627890374 0 1
93 478.3876174908443 478.3876174908443 0 0
94 595.7400583557614 595.7400583557614 0 0
95 42.65191284209651 42.65191284209651 0 1
96 464.23545509258327 464.23545509258327 0 0
97 128.26950815896117 128.26950815896117 0 1
98 564.3714555397802 564.3714555397802 0 0
99 346.31579841218854 346.31579841218854 0 1
